,categories,customer_rating,duration,id,level,marker,name,name_suffix,original_name,parent_ids,perex,quadkey,rating,rating_local,star_rating,star_rating_unofficial,thumbnail_url,url,lat,lng,sleeping,sightseeing,relaxing,discovering,going_out,eating,doing_sports,shopping,hiking,traveling,playing,south,west,north,east
458,['eating'],,5400,poi:24186,poi,eating:restaurant,Veselka,"New York City, USA",Veselka,"['region:1981637', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",Veselka is a Ukrainian 24-hour restaurant in New York City’s East Village.It was established in 1954 by post-World War II Ukrainian…,032010110132221102210,0.021234602258116,0.009685337601860126,,,https://media-cdn.sygictraveldata.com/media/poi:24186,https://go.sygic.com/travel/place?id=poi:24186,40.728937,-73.9869595,0,0,0,0,0,1,0,0,0,0,0,40.7288224,-73.9871789,40.7290516,-73.9867403
459,['eating'],,3600,poi:631829,poi,eating:cafe,Momofuku Milk Bar,"New York City, USA",Momofuku Milk Bar,"['poi:28012236', 'poi:19917408', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110130232113301,0.021232448317016,0.015903437469943736,,,https://media-cdn.sygictraveldata.com/media/poi:631829,https://go.sygic.com/travel/place?id=poi:631829,40.7872284,-73.9714094,0,0,0,0,0,1,0,0,0,0,0,,,,
460,['shopping'],,1800,poi:16892277,poi,shopping:clothes,Converse,"New York City, USA",Converse,"['poi:11943', 'poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132220320033,0.021212085576719,0.009284135896442346,,,https://media-cdn.sygictraveldata.com/media/poi:16892277,https://go.sygic.com/travel/place?id=poi:16892277,40.7239184,-73.9978216,0,0,0,0,0,0,0,1,0,0,0,,,,
461,['shopping'],,1800,poi:18712856,poi,shopping:clothes,Adidas original store,"New York City, USA",Adidas original store,"['poi:11943', 'poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132220230310,0.021173065509113,0.009267057537549618,,,https://media-cdn.sygictraveldata.com/media/poi:18712856,https://go.sygic.com/travel/place?id=poi:18712856,40.7237297,-74.0000202,0,0,0,0,0,0,0,1,0,0,0,,,,
462,"['discovering', 'sightseeing']",,3600,poi:16155,poi,discovering:museum,Hamilton Grange National Memorial,"New York City, USA",Hamilton Grange National Memorial,"['poi:2279490', 'poi:62211', 'poi:19917444', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Hamilton Grange National Memorial, also known as The Grange or the Hamilton Grange Mansion, is a National Park Service site in St.",032010110130123001203,0.021141307831201,0.09308971468272537,,,https://media-cdn.sygictraveldata.com/media/poi:16155,https://go.sygic.com/travel/place?id=poi:16155,40.8213622,-73.9472984,0,1,0,1,0,0,0,0,0,0,0,40.8212604,-73.9474375,40.8214596,-73.9471649
463,['sleeping'],,3600,poi:1901332,poi,sleeping:hotel,Park Central Hotel,"New York City, USA",Park Central Hotel,"['poi:32867538', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","The Park Central Hotel is a 31-story, 935-room hotel located across the street from Carnegie Hall at 870 7th Avenue in Midtown Manhattan,…",032010110132012222102,0.02084231153028,0.010335612146100577,,,https://media-cdn.sygictraveldata.com/media/poi:1901332,https://go.sygic.com/travel/place?id=poi:1901332,40.7647158,-73.9811911,1,0,0,0,0,0,0,0,0,0,0,40.7643609,-73.981642,40.7650711,-73.9807406
464,['eating'],,3600,poi:530768,poi,eating:restaurant:burgers,Shake Shack DUMBO,"New York City, USA",Shake Shack DUMBO,"['region:24605', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110310002131023,0.020779616666288,0.012200476965986175,,,,https://go.sygic.com/travel/place?id=poi:530768,40.7030389,-73.9940577,0,0,0,0,0,1,0,0,0,0,0,,,,
465,"['eating', 'going_out']",,7200,poi:54666,poi,eating:restaurant,21 Club,"New York City, USA",21 Club,"['city:10716', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","A bar and a restaurant serving traditional American cuisine. While you're waiting for your meal to arrive, feast your eyes on its…",032010110132030033003,0.020741925325616,0.00998290530178555,,,https://media-cdn.sygictraveldata.com/media/poi:54666,https://go.sygic.com/travel/place?id=poi:54666,40.760622,-73.977482,0,0,0,0,1,1,0,0,0,0,0,,,,
466,[],,600,poi:1231025,poi,sightseeing:fountain,Pulitzer Fountain,"New York City, USA",Pulitzer Fountain,"['poi:58796', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132012332220,0.020721762070871,0.01027583219054894,,,,https://go.sygic.com/travel/place?id=poi:1231025,40.7640407,-73.9736257,0,0,0,0,0,0,0,0,0,0,0,,,,
467,['sleeping'],,3600,poi:1897321,poi,sleeping:hotel,The New Yorker,"New York City, USA",The New Yorker,"['poi:32280879', 'poi:28001958', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132022131213,0.020720294725912,0.008841803415885478,,,https://media-cdn.sygictraveldata.com/media/poi:1897321,https://go.sygic.com/travel/place?id=poi:1897321,40.7527451,-73.9936681,1,0,0,0,0,0,0,0,0,0,0,40.7523794,-73.9941495,40.7531108,-73.9931881
468,['sightseeing'],,1800,poi:58768,poi,other:place_of_worship:church,Plymouth Church,"New York City, USA",Plymouth Church,"['region:24605', 'city:186', 'region:106', 'country:43', 'continent:6']",Plymouth Church is a historic church located at 57 Orange Street between Henry and Hicks Streets in the Brooklyn Heights neighborhood of…,032010110310002331111,0.020691753424741,0.012148889226334066,,,https://media-cdn.sygictraveldata.com/media/poi:58768,https://go.sygic.com/travel/place?id=poi:58768,40.6992906,-73.99308,0,1,0,0,0,0,0,0,0,0,0,40.6990113,-73.993327,40.6995729,-73.9928458
469,['shopping'],,1800,poi:61325,poi,shopping:clothes,Lord & Taylor,"New York City, USA",Lord & Taylor,"['poi:32108808', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132023133133,0.020660709216201,0.008649099358542706,,,https://media-cdn.sygictraveldata.com/media/poi:61325,https://go.sygic.com/travel/place?id=poi:61325,40.7520669,-73.9820787,0,0,0,0,0,0,0,1,0,0,0,,,,
470,['eating'],,7200,poi:11977,poi,eating:restaurant:american,Per Se,"New York City, USA",Per Se,"['poi:32280043', 'poi:28001958', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",Per Se is a New American and French restaurant located on the fourth floor of the Time Warner Center at 10 Columbus Circle in Manhattan in…,032010110132003133230,0.020594664526564,0.0107976111983133,,,https://media-cdn.sygictraveldata.com/media/poi:11977,https://go.sygic.com/travel/place?id=poi:11977,40.7682548,-73.982852,0,0,0,0,0,1,0,0,0,0,0,,,,
471,['eating'],,7200,poi:11995,poi,eating:restaurant,Four Seasons,"New York City, USA",Four Seasons,"['poi:11904', 'poi:28039457', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","One of New York's popular restaurants. Even celebrities dine here - no wonder, with the delicious meals and wines.",032010110132030313201,0.020530667859407,0.009566239945577211,,,https://media-cdn.sygictraveldata.com/media/poi:11995,https://go.sygic.com/travel/place?id=poi:11995,40.7580948,-73.9720223,0,0,0,0,0,1,0,0,0,0,0,,,,
472,['going_out'],,10800,poi:1898274,poi,discovering:theatre,Eugene O'Neill Theatre,"New York City, USA",Eugene O'Neill Theatre,"['poi:32280039', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",The Eugene O'Neill Theatre is a Broadway theatre located at 230 West 49th Street in Midtown Manhattan.,032010110132021121203,0.020491197831809,0.008578137573510617,,,https://media-cdn.sygictraveldata.com/media/poi:1898274,https://go.sygic.com/travel/place?id=poi:1898274,40.7610859,-73.9857541,0,0,0,0,1,0,0,0,0,0,0,40.7609161,-73.9859824,40.7612555,-73.9855258
473,['going_out'],,10800,poi:17105356,poi,discovering:theatre,The McKittrick Hotel,"New York City, USA",The McKittrick Hotel,"['poi:28018843', 'poi:28001958', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132022200202,0.020487626677661,0.008742518865592838,,,,https://go.sygic.com/travel/place?id=poi:17105356,40.7506814,-74.0038103,0,0,0,0,1,0,0,0,0,0,0,,,,
474,['eating'],,3600,poi:28368237,poi,eating:restaurant:burgers,Burger Joint,"New York City, USA",Burger Joint,"['poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132030010010,0.020367711123142,0.009986839925052953,,,,https://go.sygic.com/travel/place?id=poi:28368237,40.7638843,-73.9787873,0,0,0,0,0,1,0,0,0,0,0,,,,
475,['going_out'],,10800,poi:57604,poi,going_out:bar,Press Lounge,"New York City, USA",Press Lounge,"['city:10716', 'region:1981637', 'region:46071', 'city:186', 'region:106', 'country:43']",This fancy rooftop lounge boasts with one of the most beautiful views of NYC skyline and also some great cocktails.,032010110132002323132,0.020263791128679,0.010717690759691357,,,,https://go.sygic.com/travel/place?id=poi:57604,40.764515,-73.9958863,0,0,0,0,1,0,0,0,0,0,0,,,,
476,['eating'],,3600,poi:20030026,poi,eating:restaurant:pizza,Prince Street Pizza,"New York City, USA",Prince Street Pizza,"['poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132220332130,0.020252758170776,0.008864256107925392,,,,https://go.sygic.com/travel/place?id=poi:20030026,40.7230152,-73.9945648,0,0,0,0,0,1,0,0,0,0,0,,,,
477,['sightseeing'],,900,poi:58664,poi,sightseeing:monument,USS Maine Monument,"New York City, USA",USS Maine Monument,"['region:1947488', 'region:1981637', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","USS Maine was an American naval ship that sank in Havana Harbor  during the Cuban revolt against Spain, an event that became a major…",032010110132012022321,0.020205862668931,0.010055959184661437,,,https://media-cdn.sygictraveldata.com/media/poi:58664,https://go.sygic.com/travel/place?id=poi:58664,40.7682416,-73.9809862,0,1,0,0,0,0,0,0,0,0,0,40.7681956,-73.9810731,40.7682894,-73.9809274
478,['shopping'],,1800,poi:819833,poi,shopping:electronics:computers,Apple Store SoHo,"New York City, USA",Apple Store SoHo,"['poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6', 'poi:11943']",,032010110132220213031,0.020069577058431,0.008443177300512349,,,,https://go.sygic.com/travel/place?id=poi:819833,40.725039,-73.9991533,0,0,0,0,0,0,0,1,0,0,0,,,,
479,['eating'],,1800,poi:352409,poi,other:toilets,Gotham West Market,"New York City, USA",Gotham West Market,"['poi:28023675', 'city:291258', 'poi:28001958', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132020103200,0.019931276551389,0.008343740257492176,,,,https://go.sygic.com/travel/place?id=poi:352409,40.7623295,-73.9968975,0,0,0,0,0,1,0,0,0,0,0,,,,
480,['eating'],,3600,poi:18129,poi,eating:cafe,Fluffy's Café,"New York City, USA",Fluffy's Café,"['city:10716', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","A family-owned café and bakery offers tasty, fresh food and desserts at very reasonable prices. Excellent service.",032010110132012222323,0.019899039976531,0.009903261102809851,,,,https://go.sygic.com/travel/place?id=poi:18129,40.7639735,-73.9809559,0,0,0,0,0,1,0,0,0,0,0,,,,
481,['relaxing'],,1800,poi:1848130,poi,relaxing:park,Washington Street Plaza,"New York City, USA",Washington Street Plaza,"['poi:28033300', 'poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",The Washington Street Plaza is a pedestrian plaza along Washington Street between Carlisle and Albany Streets on the west side of the…,032010110301111200123,0.019883608488382,0.010469528788147903,,,https://media-cdn.sygictraveldata.com/media/poi:1848130,https://go.sygic.com/travel/place?id=poi:1848130,40.7092823,-74.0139823,0,0,1,0,0,0,0,0,0,0,0,40.7091077,-74.0140856,40.7094547,-74.013879
482,['going_out'],,10800,poi:1894612,poi,discovering:theatre,Studio 54,"New York City, USA",Studio 54,"['poi:32867538', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Studio 54 is a former nightclub and currently a Broadway theatre, located at 254 West 54th Street, between Eighth Avenue and Broadway in…",032010110132003332301,0.019839881297643,0.010401884633581724,,,https://media-cdn.sygictraveldata.com/media/poi:1894612,https://go.sygic.com/travel/place?id=poi:1894612,40.7643409,-73.9837825,0,0,0,0,1,0,0,0,0,0,0,40.7642021,-73.9839363,40.7644867,-73.9836213
483,['shopping'],,1800,poi:24188,poi,shopping:clothes:fashion,Tory Burch Store,"New York City, USA",Tory Burch Store,"['city:10716', 'region:1981637', 'region:46071', 'city:186', 'region:106', 'country:43']","A flagship store of the successful fashion label. The store is lovely, full of great products and with perfect customer service.",032010110132013032122,0.019739768385387,0.009823995562601917,,,https://media-cdn.sygictraveldata.com/media/poi:24188,https://go.sygic.com/travel/place?id=poi:24188,40.7686838,-73.9673569,0,0,0,0,0,0,0,1,0,0,0,,,,
484,['traveling'],,900,poi:24685787,poi,traveling:station:train,High Street,"New York City, USA",High Street,"['region:24605', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110310003221000,0.019509191819555,0.012505724051142045,,,,https://go.sygic.com/travel/place?id=poi:24685787,40.6993535,-73.9913777,0,0,0,0,0,0,0,0,0,1,0,,,,
485,['discovering'],,5400,poi:12016,poi,other:toilets,Schomburg Center for Research in Black Culture,"New York City, USA",Schomburg Center for Research in Black Culture,"['poi:28011365', 'poi:28010251', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",The Schomburg Center for Research in Black Culture is a research library of the New York Public Library and an archive repository for…,032010110130123323112,0.019483877637073,0.0828141801021279,,,https://media-cdn.sygictraveldata.com/media/poi:12016,https://go.sygic.com/travel/place?id=poi:12016,40.8146518,-73.9409528,0,0,0,1,0,0,0,0,0,0,0,40.8143426,-73.9412108,40.8149246,-73.9406789
486,['relaxing'],,1800,poi:2317402,poi,relaxing:park,Greenacre Park,"New York City, USA",Greenacre Park,"['poi:32279899', 'poi:28001853', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132031223021,0.019455853584452,0.008849499822097234,,,https://media-cdn.sygictraveldata.com/media/poi:2317402,https://go.sygic.com/travel/place?id=poi:2317402,40.7562571,-73.9692876,0,0,1,0,0,0,0,0,0,0,0,40.7561033,-73.9694633,40.7564104,-73.9691104
487,['eating'],,7200,poi:11970,poi,eating:restaurant:seafood,Le Bernardin,"New York City, USA",Le Bernardin,"['poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",Le Bernardin is a French seafood restaurant in Midtown Manhattan in New York City.,032010110132030020200,0.019386858272521,0.0088181172873753,,,,https://go.sygic.com/travel/place?id=poi:11970,40.7612817,-73.9817678,0,0,0,0,0,1,0,0,0,0,0,,,,
488,['eating'],,7200,poi:11916,poi,eating:restaurant,Daniel Restaurant,"New York City, USA",Daniel Restaurant,"['city:10716', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Daniel is a New French restaurant located at 60 East 65th Street, on the Upper East Side in Manhattan, in New York City.",032010110132013212012,0.01926952165099,0.009589965368232258,,,,https://go.sygic.com/travel/place?id=poi:11916,40.766827,-73.967745,0,0,0,0,0,1,0,0,0,0,0,,,,
489,['going_out'],,10800,poi:1894602,poi,discovering:theatre,August Wilson Theatre,"New York City, USA",August Wilson Theatre,"['poi:32867538', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","The August Wilson Theatre, located at 245 West 52nd Street in Midtown Manhattan, is a Broadway theatre.",032010110132021110210,0.019201777669425,0.008038353436254456,,,https://media-cdn.sygictraveldata.com/media/poi:1894602,https://go.sygic.com/travel/place?id=poi:1894602,40.7633727,-73.9841935,0,0,0,0,1,0,0,0,0,0,0,40.7631669,-73.9844868,40.7635791,-73.9839
490,[],,3600,poi:26222129,poi,default,Jacob Javits Convention Center,"New York City, USA",Jacob Javits Convention Center,"['poi:32279616', 'city:291258', 'poi:28001958', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","The Jacob K. Javits Convention Center, commonly known as the Javits Center, is a large convention center located on Eleventh Avenue, between…",032010110132020203222,0.019190628934561,0.008650789801160528,,,https://media-cdn.sygictraveldata.com/media/poi:26222129,https://go.sygic.com/travel/place?id=poi:26222129,40.7577837,-74.0025272,0,0,0,0,0,0,0,0,0,0,0,40.7562043,-74.0045189,40.759306,-74.0006017
491,['discovering'],,3600,poi:11956,poi,discovering:museum,American Folk Art Museum,"New York City, USA",American Folk Art Museum,"['poi:2178819', 'poi:28012236', 'poi:19917408', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","The American Folk Art Museum is an art museum in the Upper West Side of Manhattan, at 2, Lincoln Square, Columbus Avenue at 66th Street.",032010110132010222001,0.019176315570557,0.009509451955007983,,,https://media-cdn.sygictraveldata.com/media/poi:11956,https://go.sygic.com/travel/place?id=poi:11956,40.7732296,-73.9815959,0,0,0,1,0,0,0,0,0,0,0,,,,
492,['sightseeing'],,3600,poi:58741,poi,other:place_of_worship:church,Saint Mark's in-the-Bowery,"New York City, USA",Saint Mark's in-the-Bowery,"['poi:32489895', 'poi:28026565', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","St. Mark's Church in-the-Bowery is a parish of the Episcopal Church located at 131 East 10th Street, at the intersection of Stuyvesant…",032010110132221100003,0.019109039924797,0.008039083816161073,,,https://media-cdn.sygictraveldata.com/media/poi:58741,https://go.sygic.com/travel/place?id=poi:58741,40.7303529,-73.9870997,0,1,0,0,0,0,0,0,0,0,0,40.7301399,-73.9872505,40.7305711,-73.9869261
493,['shopping'],,3600,poi:57974,poi,shopping,Fishs Eddy,"New York City, USA",Fishs Eddy,"['region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",A shop with various kitchen equipment and glassware. Also a good spot to buy some presents at reasonable prices.,032010110132203010002,0.019084871329136,0.00834791934687064,,,,https://go.sygic.com/travel/place?id=poi:57974,40.7387087,-73.9900467,0,0,0,0,0,0,0,1,0,0,0,,,,
494,['sightseeing'],,1800,poi:2434855,poi,sightseeing:architecture,Smallpox Hospital,"New York City, USA",Smallpox Hospital,"['poi:1984334', 'poi:19917437', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132122022230,0.019082858433389,0.01305622433749551,,,https://media-cdn.sygictraveldata.com/media/poi:2434855,https://go.sygic.com/travel/place?id=poi:2434855,40.7515923,-73.9595749,0,1,0,0,0,0,0,0,0,0,0,40.7513152,-73.9598995,40.7518549,-73.9592269
495,['shopping'],,3600,poi:62306,poi,shopping:centre:department_store,Dover Street Market,"New York City, USA",Dover Street Market,"['poi:32108808', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132210022001,0.019000515075165,0.008859048578736746,,,,https://go.sygic.com/travel/place?id=poi:62306,40.744106,-73.9817164,0,0,0,0,0,0,0,1,0,0,0,40.7440077,-73.9818763,40.7442042,-73.9815565
496,['sightseeing'],,900,poi:17113961,poi,sightseeing:monument,Temple of Dendur,"New York City, USA",Temple of Dendur,"['poi:11876', 'poi:11873', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132011110000,0.01896561017912,0.009354948415239197,,,https://media-cdn.sygictraveldata.com/media/poi:17113961,https://go.sygic.com/travel/place?id=poi:17113961,40.7804472,-73.9626445,0,1,0,0,0,0,0,0,0,0,0,,,,
497,['going_out'],,9000,poi:56961,poi,discovering:theatre,Broadhurst Theatre,"New York City, USA",Broadhurst Theatre,"['poi:32280039', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",The Broadhurst Theatre is a Broadway theatre located at 235 West 44th Street in Midtown Manhattan.It was designed by architect Herbert J.,032010110132021213132,0.01892354643197,0.007921878750307492,,,https://media-cdn.sygictraveldata.com/media/poi:56961,https://go.sygic.com/travel/place?id=poi:56961,40.7582684,-73.9876173,0,0,0,0,1,0,0,0,0,0,0,40.7580867,-73.9878711,40.7584582,-73.9873631
498,[],,3600,poi:20154976,poi,default,General Electric Building,"New York City, USA",General Electric Building,"['poi:28039457', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","The General Electric Building, also known as 570 Lexington Avenue, is a historic 50-floor, 640-foot-tall, skyscraper in Midtown Manhattan,…",032010110132030330311,0.018859741646003,0.008787673890238032,,,https://media-cdn.sygictraveldata.com/media/poi:20154976,https://go.sygic.com/travel/place?id=poi:20154976,40.7570845,-73.9724489,0,0,0,0,0,0,0,0,0,0,0,40.7568322,-73.9728167,40.757333,-73.9720991
499,['going_out'],,7200,poi:17035218,poi,going_out:bar,Gallow Green Rooftop Bar,"New York City, USA",Gallow Green Rooftop Bar,"['poi:28018843', 'poi:28001958', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110123133311310,0.018837025986206,0.01086436314490949,,,https://media-cdn.sygictraveldata.com/media/poi:17035218,https://go.sygic.com/travel/place?id=poi:17035218,40.7507722,-74.0040792,0,0,0,0,1,0,0,0,0,0,0,,,,
500,['eating'],,3600,poi:57828,poi,eating:restaurant:fastfood,Soupman,"New York City, USA",Soupman,"['poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","This is where the locals come for their soups, why not join them? There is a variety of soups to choose from and since the restaurant is…",032010110132003330311,0.018806784734602,0.009860240704221172,,,https://media-cdn.sygictraveldata.com/media/poi:57828,https://go.sygic.com/travel/place?id=poi:57828,40.7653684,-73.9834306,0,0,0,0,0,1,0,0,0,0,0,,,,
501,['shopping'],,3600,poi:16920250,poi,shopping,Midtown Comics,"New York City, USA",Midtown Comics,"['poi:32280879', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132023011233,0.018754614351281,0.00800300456283555,,,https://media-cdn.sygictraveldata.com/media/poi:16920250,https://go.sygic.com/travel/place?id=poi:16920250,40.7545497,-73.9882839,0,0,0,0,0,0,0,1,0,0,0,,,,
502,['eating'],,3600,poi:378118,poi,eating:restaurant,The Butcher Daughter,"New York City, USA",The Butcher Daughter,"['poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132222112301,0.018618724843037,0.007832810552087689,,,https://media-cdn.sygictraveldata.com/media/poi:378118,https://go.sygic.com/travel/place?id=poi:378118,40.7207158,-73.9947851,0,0,0,0,0,1,0,0,0,0,0,,,,
503,"['eating', 'going_out']",,10800,poi:44600,poi,eating,Brooklyn Night Bazaar,"New York City, USA",Brooklyn Night Bazaar,"['region:24605', 'city:186', 'region:106', 'country:43', 'continent:6']","A popular place where New Yorkers come to enjoy their weekend and party a bit. Choose from concerts, performances or DJ sets and have fun.",032010110132320213322,0.01854766803291,0.020769707425722733,,,,https://go.sygic.com/travel/place?id=poi:44600,40.72444,-73.955043,0,0,0,0,1,1,0,0,0,0,0,,,,
504,['shopping'],,1800,poi:426508,poi,shopping:deli,Grand Central Market,"New York City, USA",Grand Central Market,"['poi:28039457', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132032122012,0.018522330706057,0.008424886709625925,,,,https://go.sygic.com/travel/place?id=poi:426508,40.7522986,-73.9759626,0,0,0,0,0,0,0,1,0,0,0,,,,
505,"['eating', 'shopping']",,3600,poi:34987,poi,eating:cafe,City Bakery,"New York City, USA",City Bakery,"['region:46071', 'city:186', 'region:106', 'country:43']","The City Bakery is a bakery, cafe, chocolate shop, caterer and wholesaler.",032010110132203000130,0.018458203791019,0.008073808509271427,,,,https://go.sygic.com/travel/place?id=poi:34987,40.738571,-73.99188,0,0,0,0,0,1,0,1,0,0,0,,,,
506,['shopping'],,1800,poi:1969470,poi,shopping:electronics:apple,"Apple Store, Upper West Side","New York City, USA","Apple Store, Upper West Side","['poi:28012236', 'poi:19917408', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132001313031,0.018389454465949,0.0096414379178786,,,https://media-cdn.sygictraveldata.com/media/poi:1969470,https://go.sygic.com/travel/place?id=poi:1969470,40.775073,-73.9826405,0,0,0,0,0,0,0,1,0,0,0,40.7748877,-73.9828818,40.7752448,-73.9824554
507,"['shopping', 'going_out']",,900,poi:21059144,poi,shopping:tickets,Big bus welcome center,"New York City, USA",Big bus welcome center,"['poi:32280039', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132021310000,0.01828322481106,0.007801852325279467,,,,https://go.sygic.com/travel/place?id=poi:21059144,40.7596799,-73.9845482,0,0,0,0,1,0,0,1,0,0,0,,,,
508,['sightseeing'],,900,poi:27159315,poi,sightseeing:architecture,Ogden Codman House,"New York City, USA",,"['poi:28010079', 'poi:27998381', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",The Ogden Codman House at 7 East 96th Street between Fifth and Madison Avenues on the border between the Carnegie Hill and East Harlem…,032010110130322011323,0.018195811827014,0.015726360080040153,,,https://media-cdn.sygictraveldata.com/media/poi:27159315,https://go.sygic.com/travel/place?id=poi:27159315,40.7878433,-73.9549015,0,1,0,0,0,0,0,0,0,0,0,40.7877068,-73.955051,40.7879976,-73.954756
509,"['discovering', 'sightseeing']",,7200,poi:38542,poi,discovering,Institute of Fine Arts,"New York City, USA",Institute of Fine Arts,"['city:10716', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","The  New York University Institute of Fine Arts is dedicated to graduate teaching and advanced research in the history of art, archaeology…",032010110132011123222,0.0181739524631,0.009044727621252293,,,https://media-cdn.sygictraveldata.com/media/poi:38542,https://go.sygic.com/travel/place?id=poi:38542,40.776414,-73.964038,0,1,0,1,0,0,0,0,0,0,0,,,,
510,"['hiking', 'relaxing', 'doing_sports']",,7200,poi:11968,poi,relaxing:park,Inwood Hill Park,"New York City, USA",Inwood Hill Park,"['poi:28020422', 'poi:28055477', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Inwood Hill Park is a public park in the Inwood neighborhood of Manhattan, New York City, operated by the New York City Department of Parks…",032010110112311222312,0.01813585878115,0.09067929390575,,,https://media-cdn.sygictraveldata.com/media/poi:11968,https://go.sygic.com/travel/place?id=poi:11968,40.8723398,-73.9258773,0,0,1,0,0,0,1,0,1,0,0,40.8668904,-73.9322261,40.877619,-73.9184697
